uq,error
0.09699999999999998,0.0
0.653,0.2678571428571429
0.30300000000000005,0.0
0.5449999999999999,0.0
0.6950000000000001,0.0
0.43300000000000005,0.0
0.606,0.7560975609756098
0.44299999999999995,0.6
0.812,0.0
0.18899999999999995,0.0
0.613,0.0
0.835,0.0
0.765,0.23404255319148937
0.254,0.0
0.19199999999999995,0.0
0.597,0.0
0.352,0.0
0.19399999999999995,0.0
0.571,0.25
0.369,0.0
0.6639999999999999,0.44680851063829785
0.5680000000000001,0.0
0.32999999999999996,0.0
0.6739999999999999,0.19565217391304346
0.29100000000000004,0.0
0.126,0.0
0.773,0.0
0.31899999999999995,0.0
0.20899999999999996,0.0
